agent,skill,eligibility,risk,status_2026-04-26,notes
outreach,1password,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,autonomous-research,missingRequirements,ORANGE,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,bear-notes,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,blogwatcher,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,blucli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,bluebubbles,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,camsnap,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,discord,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,eightctl,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,gemini,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,gifgrep,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,goplaces,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,imsg,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,model-usage,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,nano-pdf,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,notion,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,obsidian,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,openai-whisper,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,openai-whisper-api,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,openhue,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,oracle,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,ordercli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,peekaboo,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,sag,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,sherpa-onnx-tts,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,slack,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,songsee,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,sonoscli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,spotify-player,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,summarize,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,things-mac,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,trello,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,voice-call,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
outreach,wacli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,read,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,edit,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,list,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,glob,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,grep,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,view,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
creative,agent-dream,eligible,GREEN,UNTESTED,
creative,apple-notes,eligible,GREEN,UNTESTED,
creative,apple-reminders,eligible,GREEN,UNTESTED,
creative,article-writing,eligible,GREEN,UNTESTED,
creative,business-writing,eligible,GREEN,UNTESTED,
creative,clawhub,eligible,YELLOW,UNTESTED,
creative,coding-agent,eligible,YELLOW,UNTESTED,
creative,content-research,eligible,ORANGE,UNTESTED,
creative,gog,eligible,YELLOW,UNTESTED,
creative,google-workspace,eligible,GREEN,UNTESTED,
creative,healthcheck,eligible,GREEN,UNTESTED,
creative,heartbeat-pro,eligible,GREEN,WORKING,
creative,himalaya,eligible,YELLOW,UNTESTED,
creative,human-writing,eligible,GREEN,UNTESTED,
creative,Market Research Agent,eligible,ORANGE,UNTESTED,
creative,mcporter,eligible,YELLOW,UNTESTED,
creative,memory-tiering,eligible,GREEN,WORKING,
creative,microsoft-foundry,eligible,YELLOW,UNTESTED,
creative,multi-search-engine,eligible,ORANGE,PARTIAL,PARTIAL: Cloudflare on directories
creative,neural-memory,eligible,GREEN,WORKING,
creative,node-connect,eligible,YELLOW,UNTESTED,
creative,openclaw-auto-dream,eligible,GREEN,WORKING,
creative,pollyreach,eligible,YELLOW,UNTESTED,
creative,Sales Pipeline Tracker,eligible,ORANGE,UNTESTED,
creative,sales-mastery,eligible,ORANGE,UNTESTED,
creative,Self-Improving + Proactive Agent,eligible,YELLOW,UNTESTED,
creative,seo-competitor-analysis,eligible,ORANGE,UNTESTED,
creative,session-logs,eligible,GREEN,WORKING,
creative,skill-creator,eligible,YELLOW,UNTESTED,
creative,Social Media Scheduler,eligible,ORANGE,UNTESTED,
creative,SocialPack Multi-Platform Social Media Generator,eligible,ORANGE,UNTESTED,
creative,taskflow,eligible,YELLOW,UNTESTED,
creative,taskflow-inbox-triage,eligible,GREEN,UNTESTED,
creative,tmux,eligible,GREEN,UNTESTED,
creative,video-frames,eligible,GREEN,UNTESTED,
creative,weather,eligible,GREEN,UNTESTED,
creative,website-seo,eligible,ORANGE,PARTIAL,PARTIAL
creative,x-search,eligible,ORANGE,BROKEN,BROKEN: 403 (xAI no credits)
creative,xurl,eligible,YELLOW,UNTESTED,
creative,gh-issues,blocked,YELLOW,BLOCKED,requires GitHub auth credential
creative,github,blocked,YELLOW,BLOCKED,requires GitHub auth credential
creative,1password,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,autonomous-research,missingRequirements,ORANGE,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,bear-notes,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,blogwatcher,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,blucli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,bluebubbles,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,camsnap,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,discord,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,eightctl,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,gemini,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,gifgrep,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,goplaces,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,imsg,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,model-usage,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,nano-pdf,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,notion,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,obsidian,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,openai-whisper,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,openai-whisper-api,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,openhue,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,oracle,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,ordercli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,peekaboo,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,sag,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,sherpa-onnx-tts,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,slack,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,songsee,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,sonoscli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,spotify-player,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,summarize,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,things-mac,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,trello,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,voice-call,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
creative,wacli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,read,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,edit,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,list,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,glob,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,grep,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,view,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
media,agent-dream,eligible,GREEN,UNTESTED,
media,apple-notes,eligible,GREEN,UNTESTED,
media,apple-reminders,eligible,GREEN,UNTESTED,
media,article-writing,eligible,GREEN,UNTESTED,
media,business-writing,eligible,GREEN,UNTESTED,
media,clawhub,eligible,YELLOW,UNTESTED,
media,coding-agent,eligible,YELLOW,UNTESTED,
media,content-research,eligible,ORANGE,UNTESTED,
media,gog,eligible,YELLOW,UNTESTED,
media,google-workspace,eligible,GREEN,UNTESTED,
media,healthcheck,eligible,GREEN,UNTESTED,
media,heartbeat-pro,eligible,GREEN,WORKING,
media,himalaya,eligible,YELLOW,UNTESTED,
media,human-writing,eligible,GREEN,UNTESTED,
media,Market Research Agent,eligible,ORANGE,UNTESTED,
media,mcporter,eligible,YELLOW,UNTESTED,
media,memory-tiering,eligible,GREEN,WORKING,
media,microsoft-foundry,eligible,YELLOW,UNTESTED,
media,multi-search-engine,eligible,ORANGE,PARTIAL,PARTIAL: Cloudflare on directories
media,neural-memory,eligible,GREEN,WORKING,
media,node-connect,eligible,YELLOW,UNTESTED,
media,openclaw-auto-dream,eligible,GREEN,WORKING,
media,pollyreach,eligible,YELLOW,UNTESTED,
media,Sales Pipeline Tracker,eligible,ORANGE,UNTESTED,
media,sales-mastery,eligible,ORANGE,UNTESTED,
media,Self-Improving + Proactive Agent,eligible,YELLOW,UNTESTED,
media,seo-competitor-analysis,eligible,ORANGE,UNTESTED,
media,session-logs,eligible,GREEN,WORKING,
media,skill-creator,eligible,YELLOW,UNTESTED,
media,Social Media Scheduler,eligible,ORANGE,UNTESTED,
media,SocialPack Multi-Platform Social Media Generator,eligible,ORANGE,UNTESTED,
media,taskflow,eligible,YELLOW,UNTESTED,
media,taskflow-inbox-triage,eligible,GREEN,UNTESTED,
media,tmux,eligible,GREEN,UNTESTED,
media,video-frames,eligible,GREEN,UNTESTED,
media,weather,eligible,GREEN,UNTESTED,
media,website-seo,eligible,ORANGE,PARTIAL,PARTIAL
media,x-search,eligible,ORANGE,BROKEN,BROKEN: 403 (xAI no credits)
media,xurl,eligible,YELLOW,UNTESTED,
media,gh-issues,blocked,YELLOW,BLOCKED,requires GitHub auth credential
media,github,blocked,YELLOW,BLOCKED,requires GitHub auth credential
media,1password,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,autonomous-research,missingRequirements,ORANGE,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,bear-notes,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,blogwatcher,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,blucli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,bluebubbles,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,camsnap,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,discord,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,eightctl,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,gemini,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,gifgrep,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,goplaces,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,imsg,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,model-usage,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,nano-pdf,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,notion,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,obsidian,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,openai-whisper,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,openai-whisper-api,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,openhue,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,oracle,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,ordercli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,peekaboo,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,sag,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,sherpa-onnx-tts,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,slack,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,songsee,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,sonoscli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,spotify-player,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,summarize,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,things-mac,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,trello,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,voice-call,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
media,wacli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,read,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,edit,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,list,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,glob,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,grep,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,view,core,GREEN,WORKING,"proven via mission-001 (FORGE read POLICY.md, SENTINEL edit MEMORY.md)"
auditor,agent-dream,eligible,GREEN,UNTESTED,
auditor,apple-notes,eligible,GREEN,UNTESTED,
auditor,apple-reminders,eligible,GREEN,UNTESTED,
auditor,article-writing,eligible,GREEN,UNTESTED,
auditor,business-writing,eligible,GREEN,UNTESTED,
auditor,clawhub,eligible,YELLOW,UNTESTED,
auditor,coding-agent,eligible,YELLOW,UNTESTED,
auditor,content-research,eligible,ORANGE,UNTESTED,
auditor,gog,eligible,YELLOW,UNTESTED,
auditor,google-workspace,eligible,GREEN,UNTESTED,
auditor,healthcheck,eligible,GREEN,UNTESTED,
auditor,heartbeat-pro,eligible,GREEN,WORKING,
auditor,himalaya,eligible,YELLOW,UNTESTED,
auditor,human-writing,eligible,GREEN,UNTESTED,
auditor,Market Research Agent,eligible,ORANGE,UNTESTED,
auditor,mcporter,eligible,YELLOW,UNTESTED,
auditor,memory-tiering,eligible,GREEN,WORKING,
auditor,microsoft-foundry,eligible,YELLOW,UNTESTED,
auditor,multi-search-engine,eligible,ORANGE,PARTIAL,PARTIAL: Cloudflare on directories
auditor,neural-memory,eligible,GREEN,WORKING,
auditor,node-connect,eligible,YELLOW,UNTESTED,
auditor,openclaw-auto-dream,eligible,GREEN,WORKING,
auditor,pollyreach,eligible,YELLOW,UNTESTED,
auditor,Sales Pipeline Tracker,eligible,ORANGE,UNTESTED,
auditor,sales-mastery,eligible,ORANGE,UNTESTED,
auditor,Self-Improving + Proactive Agent,eligible,YELLOW,UNTESTED,
auditor,seo-competitor-analysis,eligible,ORANGE,UNTESTED,
auditor,session-logs,eligible,GREEN,WORKING,
auditor,skill-creator,eligible,YELLOW,UNTESTED,
auditor,Social Media Scheduler,eligible,ORANGE,UNTESTED,
auditor,SocialPack Multi-Platform Social Media Generator,eligible,ORANGE,UNTESTED,
auditor,taskflow,eligible,YELLOW,UNTESTED,
auditor,taskflow-inbox-triage,eligible,GREEN,UNTESTED,
auditor,tmux,eligible,GREEN,UNTESTED,
auditor,video-frames,eligible,GREEN,UNTESTED,
auditor,weather,eligible,GREEN,UNTESTED,
auditor,website-seo,eligible,ORANGE,PARTIAL,PARTIAL
auditor,x-search,eligible,ORANGE,BROKEN,BROKEN: 403 (xAI no credits)
auditor,xurl,eligible,YELLOW,UNTESTED,
auditor,gh-issues,blocked,YELLOW,BLOCKED,requires GitHub auth credential
auditor,github,blocked,YELLOW,BLOCKED,requires GitHub auth credential
auditor,1password,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,autonomous-research,missingRequirements,ORANGE,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,bear-notes,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,blogwatcher,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,blucli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,bluebubbles,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,camsnap,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,discord,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,eightctl,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,gemini,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,gifgrep,missingRequirements,GREEN,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,goplaces,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,imsg,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,model-usage,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,nano-pdf,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,notion,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,obsidian,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,openai-whisper,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,openai-whisper-api,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,openhue,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,oracle,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,ordercli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,peekaboo,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,sag,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,sherpa-onnx-tts,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,slack,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,songsee,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,sonoscli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,spotify-player,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,summarize,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,things-mac,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,trello,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,voice-call,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
auditor,wacli,missingRequirements,YELLOW,NOT_INSTALLED,see skills.check.json missingRequirements for install path
